"log_radon" "floor" "county" "log_uranium"
0.78845736036427 "1" 1 -0.6890475953545
0.78845736036427 "0" 1 -0.6890475953545
1.06471073699243 "0" 1 -0.6890475953545
0 "0" 1 -0.6890475953545
1.1314021114911 "0" 2 -0.847312860499705
0.916290731874155 "0" 2 -0.847312860499705
0.405465108108164 "0" 2 -0.847312860499705
0 "0" 2 -0.847312860499705
-0.356674943938732 "0" 2 -0.847312860499705
0.182321556793955 "0" 2 -0.847312860499705
0.182321556793955 "0" 2 -0.847312860499705
0.262364264467491 "0" 2 -0.847312860499705
0.336472236621213 "0" 2 -0.847312860499705
-0.916290731874155 "0" 2 -0.847312860499705
0.0953101798043249 "0" 2 -0.847312860499705
1.50407739677627 "0" 2 -0.847312860499705
0.262364264467491 "0" 2 -0.847312860499705
0.741937344729377 "0" 2 -0.847312860499705
1.77495235091167 "0" 2 -0.847312860499705
1.19392246847243 "0" 2 -0.847312860499705
0.587786664902119 "0" 2 -0.847312860499705
1.68639895357023 "0" 2 -0.847312860499705
1.84054963339749 "0" 2 -0.847312860499705
0.641853886172395 "0" 2 -0.847312860499705
1.88706964903238 "0" 2 -0.847312860499705
1.1314021114911 "0" 2 -0.847312860499705
1.91692261218206 "0" 2 -0.847312860499705
1.94591014905531 "0" 2 -0.847312860499705
2.04122032885964 "0" 2 -0.847312860499705
1.64865862558738 "0" 2 -0.847312860499705
1.50407739677627 "0" 2 -0.847312860499705
1.48160454092422 "0" 2 -0.847312860499705
1.02961941718116 "0" 2 -0.847312860499705
2.09186406167839 "0" 2 -0.847312860499705
0.470003629245736 "0" 2 -0.847312860499705
1.43508452528932 "0" 2 -0.847312860499705
1.68639895357023 "0" 2 -0.847312860499705
1.38629436111989 "0" 2 -0.847312860499705
0.832909122935104 "0" 2 -0.847312860499705
1.06471073699243 "0" 2 -0.847312860499705
0.336472236621213 "0" 2 -0.847312860499705
1.19392246847243 "0" 2 -0.847312860499705
1.06471073699243 "0" 2 -0.847312860499705
0.587786664902119 "1" 2 -0.847312860499705
-1.6094379124341 "1" 2 -0.847312860499705
0.8754687373539 "0" 2 -0.847312860499705
0.0953101798043249 "1" 2 -0.847312860499705
0.78845736036427 "0" 2 -0.847312860499705
-0.510825623765991 "0" 2 -0.847312860499705
0.53062825106217 "0" 2 -0.847312860499705
1.06471073699243 "0" 2 -0.847312860499705
0.78845736036427 "0" 2 -0.847312860499705
0.53062825106217 "0" 2 -0.847312860499705
0.336472236621213 "0" 2 -0.847312860499705
0.641853886172395 "0" 2 -0.847312860499705
0.587786664902119 "0" 2 -0.847312860499705
0.182321556793955 "1" 3 -0.11345877376814
1.45861502269952 "0" 3 -0.11345877376814
1.50407739677627 "1" 3 -0.11345877376814
1.84054963339749 "0" 4 -0.593352525607471
1.52605630349505 "0" 4 -0.593352525607471
1.7404661748405 "0" 4 -0.593352525607471
0.78845736036427 "1" 4 -0.593352525607471
-0.916290731874155 "1" 4 -0.593352525607471
1.52605630349505 "1" 4 -0.593352525607471
1.48160454092422 "1" 4 -0.593352525607471
1.88706964903238 "0" 5 -0.142890481153028
0.993251773010283 "0" 5 -0.142890481153028
1.06471073699243 "1" 5 -0.142890481153028
1.06471073699243 "0" 5 -0.142890481153028
1.97408102602201 "0" 6 0.387056708424809
1.6094379124341 "0" 6 0.387056708424809
0.955511445027436 "0" 6 0.387056708424809
1.6094379124341 "0" 7 0.271613664272716
2.56494935746154 "0" 7 0.271613664272716
1.97408102602201 "0" 7 0.271613664272716
1.91692261218206 "0" 7 0.271613664272716
2.54944517092557 "0" 7 0.271613664272716
1.75785791755237 "1" 7 0.271613664272716
2.2512917986065 "0" 7 0.271613664272716
1.79175946922805 "0" 7 0.271613664272716
1.33500106673234 "0" 7 0.271613664272716
2.66025953726586 "1" 7 0.271613664272716
0.587786664902119 "0" 7 0.271613664272716
1.93152141160321 "0" 7 0.271613664272716
1.54756250871601 "0" 7 0.271613664272716
2.2512917986065 "0" 7 0.271613664272716
0.916290731874155 "1" 8 0.277578704889093
1.90210752639692 "0" 8 0.277578704889093
1.38629436111989 "1" 8 0.277578704889093
2.31253542384721 "0" 8 0.277578704889093
0.78845736036427 "0" 9 -0.332315487884133
0.587786664902119 "0" 9 -0.332315487884133
1.22377543162212 "0" 9 -0.332315487884133
1.7227665977411 "1" 9 -0.332315487884133
1.45861502269952 "0" 9 -0.332315487884133
1.3609765531356 "0" 9 -0.332315487884133
0.262364264467491 "0" 9 -0.332315487884133
1.43508452528932 "0" 9 -0.332315487884133
-0.22314355131421 "0" 9 -0.332315487884133
